query_id,parent_count,representation,method,component_accuracy,parent_precision,parent_recall,parent_f1,parent_set_exact,component_set_exact
Q0003,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0003,2,OPCODE_3GRAM,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0003,2,OPCODE_STRUCT,B1_INDEPENDENT,0.5,0.5,1.0,0.6666666666666666,False,False
Q0003,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0003,2,OPCODE_STRUCT,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0003,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.5,0.6666666666666666,1.0,0.8,False,False
Q0003,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0003,2,OPCODE_CONTEXT,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0004,2,OPCODE_3GRAM,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0004,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0004,2,OPCODE_3GRAM,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0004,2,OPCODE_STRUCT,B1_INDEPENDENT,0.0,0.2,0.5,0.28571428571428575,False,False
Q0004,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0004,2,OPCODE_STRUCT,B3_DEPENDENCY,0.0,0.5,0.5,0.5,False,False
Q0004,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0004,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0004,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0005,2,OPCODE_3GRAM,B1_INDEPENDENT,0.3333333333333333,0.4,1.0,0.5714285714285715,False,False
Q0005,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0005,2,OPCODE_3GRAM,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0005,2,OPCODE_STRUCT,B1_INDEPENDENT,0.3333333333333333,0.4,1.0,0.5714285714285715,False,False
Q0005,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0005,2,OPCODE_STRUCT,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0005,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.3333333333333333,0.4,1.0,0.5714285714285715,False,False
Q0005,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0005,2,OPCODE_CONTEXT,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0006,2,OPCODE_3GRAM,B1_INDEPENDENT,0.3333333333333333,0.3333333333333333,1.0,0.5,False,False
Q0006,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0006,2,OPCODE_3GRAM,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0006,2,OPCODE_STRUCT,B1_INDEPENDENT,0.3333333333333333,0.5,1.0,0.6666666666666666,False,False
Q0006,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0006,2,OPCODE_STRUCT,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0006,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.3333333333333333,0.4,1.0,0.5714285714285715,False,False
Q0006,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0006,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0007,2,OPCODE_3GRAM,B1_INDEPENDENT,0.0,0.25,0.5,0.3333333333333333,False,False
Q0007,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0007,2,OPCODE_3GRAM,B3_DEPENDENCY,0.0,0.5,0.5,0.5,False,False
Q0007,2,OPCODE_STRUCT,B1_INDEPENDENT,0.0,0.2,0.5,0.28571428571428575,False,False
Q0007,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0007,2,OPCODE_STRUCT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0007,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0007,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0007,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0008,2,OPCODE_3GRAM,B1_INDEPENDENT,0.3333333333333333,0.2,0.5,0.28571428571428575,False,False
Q0008,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0008,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0008,2,OPCODE_STRUCT,B1_INDEPENDENT,0.3333333333333333,0.25,0.5,0.3333333333333333,False,False
Q0008,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0008,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0008,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.3333333333333333,0.25,0.5,0.3333333333333333,False,False
Q0008,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0008,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0009,2,OPCODE_3GRAM,B1_INDEPENDENT,0.3333333333333333,0.2,0.5,0.28571428571428575,False,False
Q0009,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0009,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0009,2,OPCODE_STRUCT,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0009,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0009,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0009,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.3333333333333333,0.25,0.5,0.3333333333333333,False,False
Q0009,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0009,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0010,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0010,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0010,2,OPCODE_3GRAM,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0010,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0010,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0010,2,OPCODE_STRUCT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0010,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.3333333333333333,0.25,0.5,0.3333333333333333,False,False
Q0010,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0010,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0011,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0011,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0011,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0011,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.3333333333333333,0.5,0.4,False,False
Q0011,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0011,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0011,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0011,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0011,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0012,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0012,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0012,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0012,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0012,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0012,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0012,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.3333333333333333,0.4,1.0,0.5714285714285715,False,False
Q0012,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0012,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0013,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0013,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0013,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0013,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0013,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0013,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0013,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0013,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0013,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0014,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0014,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0014,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0014,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0014,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0014,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0014,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0014,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0014,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0015,2,OPCODE_3GRAM,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0015,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0015,2,OPCODE_3GRAM,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0015,2,OPCODE_STRUCT,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0015,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0015,2,OPCODE_STRUCT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0015,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.0,0.25,0.5,0.3333333333333333,False,False
Q0015,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0015,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.5,0.5,0.5,False,False
Q0016,2,OPCODE_3GRAM,B1_INDEPENDENT,0.3333333333333333,0.2,0.5,0.28571428571428575,False,False
Q0016,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0016,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0016,2,OPCODE_STRUCT,B1_INDEPENDENT,0.3333333333333333,0.4,1.0,0.5714285714285715,False,False
Q0016,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.8333333333333334,1.0,1.0,1.0,True,False
Q0016,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0016,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.3333333333333333,0.3333333333333333,0.5,0.4,False,False
Q0016,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0016,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0017,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0017,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0017,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0017,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0017,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0017,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0017,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.16666666666666666,0.25,0.5,0.3333333333333333,False,False
Q0017,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0017,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0018,2,OPCODE_3GRAM,B1_INDEPENDENT,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False
Q0018,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0018,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0018,2,OPCODE_STRUCT,B1_INDEPENDENT,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False
Q0018,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0018,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0018,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.8333333333333334,0.6666666666666666,1.0,0.8,False,False
Q0018,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0018,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0019,2,OPCODE_3GRAM,B1_INDEPENDENT,0.3333333333333333,0.3333333333333333,1.0,0.5,False,False
Q0019,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0019,2,OPCODE_3GRAM,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0019,2,OPCODE_STRUCT,B1_INDEPENDENT,0.3333333333333333,0.5,1.0,0.6666666666666666,False,False
Q0019,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0019,2,OPCODE_STRUCT,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0019,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.5,0.5,1.0,0.6666666666666666,False,False
Q0019,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0019,2,OPCODE_CONTEXT,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0020,2,OPCODE_3GRAM,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0020,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0020,2,OPCODE_3GRAM,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0020,2,OPCODE_STRUCT,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0020,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0020,2,OPCODE_STRUCT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0020,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0020,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0020,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0021,2,OPCODE_3GRAM,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0021,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0021,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0021,2,OPCODE_STRUCT,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0021,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0021,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0021,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0021,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0021,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0022,2,OPCODE_3GRAM,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0022,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0022,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0022,2,OPCODE_STRUCT,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0022,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0022,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0022,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0022,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0022,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0023,2,OPCODE_3GRAM,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0023,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0023,2,OPCODE_3GRAM,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0023,2,OPCODE_STRUCT,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0023,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.5,0.5,0.5,False,False
Q0023,2,OPCODE_STRUCT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0023,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0023,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0023,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0024,2,OPCODE_3GRAM,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0024,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0024,2,OPCODE_3GRAM,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0024,2,OPCODE_STRUCT,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0024,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0024,2,OPCODE_STRUCT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0024,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.0,0.25,0.5,0.3333333333333333,False,False
Q0024,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.16666666666666666,0.5,0.5,0.5,False,False
Q0024,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.5,0.5,0.5,False,False
Q0025,2,OPCODE_3GRAM,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0025,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0025,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0025,2,OPCODE_STRUCT,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0025,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0025,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0025,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.5,0.25,0.5,0.3333333333333333,False,False
Q0025,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0025,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0026,2,OPCODE_3GRAM,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0026,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0026,2,OPCODE_3GRAM,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0026,2,OPCODE_STRUCT,B1_INDEPENDENT,0.16666666666666666,0.2,0.5,0.28571428571428575,False,False
Q0026,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.3333333333333333,0.5,0.5,0.5,False,False
Q0026,2,OPCODE_STRUCT,B3_DEPENDENCY,0.5,0.5,0.5,0.5,False,False
Q0026,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.3333333333333333,0.25,0.5,0.3333333333333333,False,False
Q0026,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.5,0.5,0.5,0.5,False,False
Q0026,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.5,1.0,0.5,0.6666666666666666,False,False
Q0027,2,OPCODE_3GRAM,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0027,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0027,2,OPCODE_3GRAM,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0027,2,OPCODE_STRUCT,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0027,2,OPCODE_STRUCT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0027,2,OPCODE_STRUCT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0027,2,OPCODE_CONTEXT,B1_INDEPENDENT,0.0,0.0,0.0,0.0,False,False
Q0027,2,OPCODE_CONTEXT,B2_PACKAGE_AGGREGATION,0.0,0.0,0.0,0.0,False,False
Q0027,2,OPCODE_CONTEXT,B3_DEPENDENCY,0.0,0.0,0.0,0.0,False,False
Q0028,2,OPCODE_3GRAM,B1_INDEPENDENT,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False
Q0028,2,OPCODE_3GRAM,B2_PACKAGE_AGGREGATION,1.0,1.0,1.0,1.0,True,True
Q0028,2,OPCODE_3GRAM,B3_DEPENDENCY,1.0,1.0,1.0,1.0,True,True
Q0028,2,OPCODE_STRUCT,B1_INDEPENDENT,0.6666666666666666,0.5,1.0,0.6666666666666666,False,False
