query_id,node_id,scenario,modality,parent_token,evaluation_label,private_source_fresh_id,donor_query_id,donor_node_id,source_component_sha256,payload_relpath
Q11A0003,Q11A0003_N04,MU_1K2U,CODE,U0,UNKNOWN,FMOD0090,Q6K00414,Q6K00414_N07,5d679b65d094d796593f13a5d5463b5b0e2316463e06332b6ce18e405b96d1ed,queries/Q6K00414/Q6K00414_N07.bin
Q11A0003,Q11A0003_N05,MU_1K2U,CODE,U1,UNKNOWN,FMOD0007,Q6K00486,Q6K00486_N02,10c7b81795ac372c3fcaab6db01a430a27f6f1f6c5691e745f4d3dc0485b2fdf,queries/Q6K00486/Q6K00486_N02.bin
Q11A0003,Q11A0003_N06,MU_1K2U,STRUCTURED,U1,UNKNOWN,FMOD0007,Q6K00486,Q6K00486_N01,a625b19f065893c0c90349b414527f7125d8af8a974539c2a8b277530dd4b095,queries/Q6K00486/Q6K00486_N01.bin
Q11A0003,Q11A0003_N07,MU_1K2U,IMAGE,K0,FMOD0005,FMOD0005,Q6K00421,Q6K00421_N02,f919108171aec9bf8af575a27d0fb0a4cf56b0d25aef12f1e3b9f30c08fde83b,queries/Q6K00421/Q6K00421_N02.png
Q11A0004,Q11A0004_N01,MU_1K2U,CODE,K0,FMOD0067,FMOD0067,Q6K00338,Q6K00338_N04,e2fc39ce6e603d6703d2eb4c8f7fcc93267be8dec62d6ef601ae91610b2b433e,queries/Q6K00338/Q6K00338_N04.bin
Q11A0004,Q11A0004_N02,MU_1K2U,CODE,K0,FMOD0067,FMOD0067,Q6K00199,Q6K00199_N01,2ce27757201f6fbd1890cdc08b4d253d8c400248289f93f8fb389fa1bd146b99,queries/Q6K00199/Q6K00199_N01.bin
Q11A0004,Q11A0004_N03,MU_1K2U,CODE,U0,UNKNOWN,FMOD0054,Q6K00451,Q6K00451_N03,e93339cca52d70f4e1758b4d190b0aef870ecbb5a84ad249b14a4761628fc4e5,queries/Q6K00451/Q6K00451_N03.bin
Q11A0004,Q11A0004_N04,MU_1K2U,CODE,U0,UNKNOWN,FMOD0054,Q6K00432,Q6K00432_N02,ad9ad99f34aeddc2ca7d09f968412b54455c6d330fbe80fe22522c195f16f4a2,queries/Q6K00432/Q6K00432_N02.bin
Q11A0004,Q11A0004_N05,MU_1K2U,CODE,U1,UNKNOWN,FMOD0084,Q6K00370,Q6K00370_N05,08b58cd173ca1eede00ed05b054697602e881b9f16944a6f273e4b527a547060,queries/Q6K00370/Q6K00370_N05.bin
Q11A0004,Q11A0004_N06,MU_1K2U,STRUCTURED,U1,UNKNOWN,FMOD0084,Q6K00487,Q6K00487_N05,62e984ae4fc7126c3c4de7a9b5e0b1b399e36f9f44c0c67c85bcd046aef3258e,queries/Q6K00487/Q6K00487_N05.bin
Q11A0004,Q11A0004_N07,MU_1K2U,IMAGE,K0,FMOD0067,FMOD0067,Q6K00243,Q6K00243_N03,4179e36fa735ff5e542e08118b4fa297cf8bc5acc3e37d5779f18ad2b502952f,queries/Q6K00243/Q6K00243_N03.png
Q11A0005,Q11A0005_N01,MU_1K2U,CODE,K0,FMOD0055,FMOD0055,Q6K00354,Q6K00354_N05,d339892f87ecce5df3ac11a594b1a827032edbcbf4eda8169d67addf8d7b7bcc,queries/Q6K00354/Q6K00354_N05.bin
Q11A0005,Q11A0005_N02,MU_1K2U,CODE,K0,FMOD0055,FMOD0055,Q6K00326,Q6K00326_N05,f191ab01f48abd0961731993d3a1f8fbb8769663af40a8889508263d5a8402ad,queries/Q6K00326/Q6K00326_N05.bin
Q11A0005,Q11A0005_N03,MU_1K2U,CODE,U0,UNKNOWN,FMOD0007,Q6K00458,Q6K00458_N02,1a99cf4e027cb1cc9c0905ea0829c5a076f49838b3321677e36d39fb8464ffc3,queries/Q6K00458/Q6K00458_N02.bin
Q11A0005,Q11A0005_N04,MU_1K2U,CODE,U0,UNKNOWN,FMOD0007,Q6K00442,Q6K00442_N02,1a99cf4e027cb1cc9c0905ea0829c5a076f49838b3321677e36d39fb8464ffc3,queries/Q6K00442/Q6K00442_N02.bin
Q11A0005,Q11A0005_N05,MU_1K2U,CODE,U1,UNKNOWN,FMOD0062,Q6K00521,Q6K00521_N04,21d51d617ad8bd8e21e99775ef0c99bfef5ec4dcb4c2d7d861d35b50496bed96,queries/Q6K00521/Q6K00521_N04.bin
Q11A0005,Q11A0005_N06,MU_1K2U,STRUCTURED,U1,UNKNOWN,FMOD0062,Q6K00364,Q6K00364_N03,47402a04a9aeebbac36d7c4874057f058d212f5b9eb7dc631d9a10738ed6fc57,queries/Q6K00364/Q6K00364_N03.bin
Q11A0005,Q11A0005_N07,MU_1K2U,IMAGE,K0,FMOD0055,FMOD0055,Q6K00412,Q6K00412_N06,b93fc2d6fa5df4332175f025766745912b653246a56cd99cf3e0dd78a666ff5a,queries/Q6K00412/Q6K00412_N06.png
Q11A0006,Q11A0006_N01,MU_1K2U,CODE,K0,FMOD0087,FMOD0087,Q6K00213,Q6K00213_N06,e35f36bf791d7d1f7d18f43bb6858e6a55515d5d599febbf32362ebe5418ac36,queries/Q6K00213/Q6K00213_N06.bin
Q11A0006,Q11A0006_N02,MU_1K2U,CODE,K0,FMOD0087,FMOD0087,Q6K00202,Q6K00202_N05,a25f54cfbcb659481a1375b3d1d261f4ce8e84e3fb4b50c5164a1c379ee694d8,queries/Q6K00202/Q6K00202_N05.bin
Q11A0006,Q11A0006_N03,MU_1K2U,CODE,U0,UNKNOWN,FMOD0094,Q6K00513,Q6K00513_N01,b14d36d4ac0c4f26d8c8b3ddefbbc5ae688910fbe7113bf06c5d9ed69bc08d63,queries/Q6K00513/Q6K00513_N01.bin
Q11A0006,Q11A0006_N04,MU_1K2U,CODE,U0,UNKNOWN,FMOD0094,Q6K00495,Q6K00495_N05,8c12f15e7f34f8c64a4a0747fc9371dcc7103ffa2312d819c41f35ba881c928e,queries/Q6K00495/Q6K00495_N05.bin
Q11A0006,Q11A0006_N05,MU_1K2U,CODE,U1,UNKNOWN,FMOD0007,Q6K00486,Q6K00486_N07,a7999e068739592817ac795cdb14f3d2db3938d24a2bb94aa9fb14a458f1fced,queries/Q6K00486/Q6K00486_N07.bin
Q11A0006,Q11A0006_N06,MU_1K2U,STRUCTURED,U1,UNKNOWN,FMOD0007,Q6K00397,Q6K00397_N01,01060018c37a54dbbab081ae97f6e4df140dc1cc80db978d6ce643618f77e8bf,queries/Q6K00397/Q6K00397_N01.bin
Q11A0006,Q11A0006_N07,MU_1K2U,IMAGE,K0,FMOD0087,FMOD0087,Q6K00256,Q6K00256_N07,ed821d6fa9d14695c5e0aec68e3d526cccf721d79a7f40c6fde012b807f31dc5,queries/Q6K00256/Q6K00256_N07.png
Q11A0007,Q11A0007_N01,MU_1K2U,CODE,K0,FMOD0011,FMOD0011,Q6K00440,Q6K00440_N05,464b5604265f5a37eff2ab7dd31050fa5ad70ba859e05c3a587ab277af34b60c,queries/Q6K00440/Q6K00440_N05.bin
Q11A0007,Q11A0007_N02,MU_1K2U,CODE,K0,FMOD0011,FMOD0011,Q6K00228,Q6K00228_N01,482ad5540d5ece1309129307db13c89619b11073d4ebc03eb14ae7ad8d646635,queries/Q6K00228/Q6K00228_N01.bin
Q11A0007,Q11A0007_N03,MU_1K2U,CODE,U0,UNKNOWN,FMOD0054,Q6K00485,Q6K00485_N07,adbffe6a0a4f989f758e2bd57c30d550266930ffb9ee74a02cf052bc1d5760c8,queries/Q6K00485/Q6K00485_N07.bin
Q11A0007,Q11A0007_N04,MU_1K2U,CODE,U0,UNKNOWN,FMOD0054,Q6K00380,Q6K00380_N06,5226983e01bfaa1710eb273294a96cf0b3a271d8ac21210ddb93e179631f36c8,queries/Q6K00380/Q6K00380_N06.bin
Q11A0007,Q11A0007_N05,MU_1K2U,CODE,U1,UNKNOWN,FMOD0062,Q6K00364,Q6K00364_N06,42fc3125e2229c853eb118e51a7bc411e5fd8a3f3e7d180eb1033e63bace092e,queries/Q6K00364/Q6K00364_N06.bin
Q11A0007,Q11A0007_N06,MU_1K2U,STRUCTURED,U1,UNKNOWN,FMOD0062,Q6K00516,Q6K00516_N05,3d4c912ec55785208a0654af37c8f6649f8f651b082b33092ac6e80bd4163f72,queries/Q6K00516/Q6K00516_N05.bin
Q11A0007,Q11A0007_N07,MU_1K2U,IMAGE,K0,FMOD0011,FMOD0011,Q6K00340,Q6K00340_N01,4e8817a93dcbbdb7c8c62ee132608d941b1a7a2daa5c610fe0a042f20c499957,queries/Q6K00340/Q6K00340_N01.png
Q11A0008,Q11A0008_N01,MU_1K2U,CODE,K0,FMOD0044,FMOD0044,Q6K00402,Q6K00402_N07,af8db6d53c124a461e547c1398fc98e07edfee66a2fa2a1583957991477f502f,queries/Q6K00402/Q6K00402_N07.bin
Q11A0008,Q11A0008_N02,MU_1K2U,CODE,K0,FMOD0044,FMOD0044,Q6K00352,Q6K00352_N03,4e9c69e0f17b4420072fb1cd2744fa77ff900e5d9687a021b5799e9b9fdbafa4,queries/Q6K00352/Q6K00352_N03.bin
Q11A0008,Q11A0008_N03,MU_1K2U,CODE,U0,UNKNOWN,FMOD0048,Q6K00385,Q6K00385_N01,13a960089570cebe8b45966f4b7a4ce78a34c0e10668c90bfe7821ee962e850c,queries/Q6K00385/Q6K00385_N01.bin
Q11A0008,Q11A0008_N04,MU_1K2U,CODE,U0,UNKNOWN,FMOD0048,Q6K00398,Q6K00398_N06,d19fcc1c22f4f22a893b64c26cddd7cf3d7b1cbf757d5083ab2c7ba2168ef3b4,queries/Q6K00398/Q6K00398_N06.bin
Q11A0008,Q11A0008_N05,MU_1K2U,CODE,U1,UNKNOWN,FMOD0009,Q6K00506,Q6K00506_N06,df2bd7016f86f03d230b782dc3b63f19fec06e5b55d295c7eecc7f7a8e4e0ed5,queries/Q6K00506/Q6K00506_N06.bin
Q11A0008,Q11A0008_N06,MU_1K2U,STRUCTURED,U1,UNKNOWN,FMOD0009,Q6K00405,Q6K00405_N04,cf915033139751ca9af59c42011ea017930037029cc201a0adecac54585f3838,queries/Q6K00405/Q6K00405_N04.bin
Q11A0008,Q11A0008_N07,MU_1K2U,IMAGE,K0,FMOD0044,FMOD0044,Q6K00359,Q6K00359_N03,c3cc50eb0c68c5b57883b239a9e007bc4ce78107fe157da93a5fa8c62803a0d1,queries/Q6K00359/Q6K00359_N03.png
Q11A0009,Q11A0009_N01,MU_1K2U,CODE,K0,FMOD0099,FMOD0099,Q6K00326,Q6K00326_N02,4b9158a602b65101bbe8fac4bb22699f43194aa1c45e05fc29ee7c55bc9e67c3,queries/Q6K00326/Q6K00326_N02.bin
Q11A0009,Q11A0009_N02,MU_1K2U,CODE,K0,FMOD0099,FMOD0099,Q6K00250,Q6K00250_N03,4b9158a602b65101bbe8fac4bb22699f43194aa1c45e05fc29ee7c55bc9e67c3,queries/Q6K00250/Q6K00250_N03.bin
Q11A0009,Q11A0009_N03,MU_1K2U,CODE,U0,UNKNOWN,FMOD0054,Q6K00393,Q6K00393_N05,b208ba57302252e0ab31ee180708e64dfee70cd36083c490b142f4fd4476762f,queries/Q6K00393/Q6K00393_N05.bin
Q11A0009,Q11A0009_N04,MU_1K2U,CODE,U0,UNKNOWN,FMOD0054,Q6K00530,Q6K00530_N07,821552ee52a1b42bb2da75502b9c0dd7473aa79c693a7b23811f50ab4f6edccf,queries/Q6K00530/Q6K00530_N07.bin
Q11A0009,Q11A0009_N05,MU_1K2U,CODE,U1,UNKNOWN,FMOD0048,Q6K00408,Q6K00408_N05,749dc80c6022e5ed03018ce145bcb42d6a37915bc0c9fc6e02acb69fbd5803d1,queries/Q6K00408/Q6K00408_N05.bin
Q11A0009,Q11A0009_N06,MU_1K2U,STRUCTURED,U1,UNKNOWN,FMOD0048,Q6K00398,Q6K00398_N03,9f3a857a8f2579e8ba19d3313155d2e0b40042e5a3e2769abc92617c2a8f19b2,queries/Q6K00398/Q6K00398_N03.bin
Q11A0009,Q11A0009_N07,MU_1K2U,IMAGE,K0,FMOD0099,FMOD0099,Q6K00345,Q6K00345_N02,bb367e4e6f421c518d8ecc994ea9237988602f69b178cab9e629e62cb958de63,queries/Q6K00345/Q6K00345_N02.png
Q11A0010,Q11A0010_N01,MU_1K2U,CODE,K0,FMOD0011,FMOD0011,Q6K00340,Q6K00340_N05,482ad5540d5ece1309129307db13c89619b11073d4ebc03eb14ae7ad8d646635,queries/Q6K00340/Q6K00340_N05.bin
Q11A0010,Q11A0010_N02,MU_1K2U,CODE,K0,FMOD0011,FMOD0011,Q6K00319,Q6K00319_N02,b75288192b29e3ae40ba8b672115ec20d166607c7156f303682d87eb934a3440,queries/Q6K00319/Q6K00319_N02.bin
Q11A0010,Q11A0010_N03,MU_1K2U,CODE,U0,UNKNOWN,FMOD0090,Q6K00515,Q6K00515_N05,821a09fff184b063b180093d3f28e52c7a5635f9a0ae0142856a1968dc5ffc1f,queries/Q6K00515/Q6K00515_N05.bin
Q11A0010,Q11A0010_N04,MU_1K2U,CODE,U0,UNKNOWN,FMOD0090,Q6K00515,Q6K00515_N02,22640c40db5a4bb1a8dcfe1fd2b66ee296070266eb155e07fc34e0ce2fe16ef0,queries/Q6K00515/Q6K00515_N02.bin
Q11A0010,Q11A0010_N05,MU_1K2U,CODE,U1,UNKNOWN,FMOD0028,Q6K00413,Q6K00413_N04,78ce4dbd2ada363f8be7d64bc31ad20ba9725c429e482e6d91cb7d5988f42954,queries/Q6K00413/Q6K00413_N04.bin
Q11A0010,Q11A0010_N06,MU_1K2U,STRUCTURED,U1,UNKNOWN,FMOD0028,Q6K00507,Q6K00507_N01,cef27f27941f34db5095bee33ba3a9274b6eb00a2e6aff56036e767d6873eafb,queries/Q6K00507/Q6K00507_N01.bin
Q11A0010,Q11A0010_N07,MU_1K2U,IMAGE,K0,FMOD0011,FMOD0011,Q6K00241,Q6K00241_N03,af045d3bb68ba0c5cd59f95e48de0922b357feefc9e1fd056a233eeb77bbd415,queries/Q6K00241/Q6K00241_N03.png
Q11A0011,Q11A0011_N01,MU_1K2U,CODE,K0,FMOD0040,FMOD0040,Q6K00249,Q6K00249_N04,674e5c79a3a3355740f0ec18d2f2bcfd18e52205e2fe397d72b4887457b23e19,queries/Q6K00249/Q6K00249_N04.bin
Q11A0011,Q11A0011_N02,MU_1K2U,CODE,K0,FMOD0040,FMOD0040,Q6K00249,Q6K00249_N03,0ebbe27b6bb865d920c16e67bea04ad1eb655662cd90fcaf74ec327784ea553e,queries/Q6K00249/Q6K00249_N03.bin
Q11A0011,Q11A0011_N03,MU_1K2U,CODE,U0,UNKNOWN,FMOD0009,Q6K00416,Q6K00416_N05,57334f2e19aa9e384c5b76d400ea45d78e09941e06359af26fc472b12f29691a,queries/Q6K00416/Q6K00416_N05.bin
Q11A0011,Q11A0011_N04,MU_1K2U,CODE,U0,UNKNOWN,FMOD0009,Q6K00482,Q6K00482_N05,e65aa21c9b3c7757fa4e116ed8b7234e7b862164a66ae6c26e966ac81b5e94ee,queries/Q6K00482/Q6K00482_N05.bin
Q11A0011,Q11A0011_N05,MU_1K2U,CODE,U1,UNKNOWN,FMOD0028,Q6K00536,Q6K00536_N02,11fbff4344df8fb5b9fca722fcd421274b1d8fbf43b39c99a49aaa9de3e191c4,queries/Q6K00536/Q6K00536_N02.bin
Q11A0011,Q11A0011_N06,MU_1K2U,STRUCTURED,U1,UNKNOWN,FMOD0028,Q6K00484,Q6K00484_N03,2b321def38660257b16cd8af0591a378c139cf764c62032cb5457b4724caca2a,queries/Q6K00484/Q6K00484_N03.bin
Q11A0011,Q11A0011_N07,MU_1K2U,IMAGE,K0,FMOD0040,FMOD0040,Q6K00426,Q6K00426_N06,6dd1d25d126b4b214bb370ddaed821bd7b04b5cf19825b080b72677fc5c77926,queries/Q6K00426/Q6K00426_N06.png
Q11A0012,Q11A0012_N01,MU_1K2U,CODE,K0,FMOD0050,FMOD0050,Q6K00204,Q6K00204_N03,ca7ee7e1ef2430f6e6a2c5ecd022e8d9e3c1a3c98f23e3f02a413791310f243a,queries/Q6K00204/Q6K00204_N03.bin
Q11A0012,Q11A0012_N02,MU_1K2U,CODE,K0,FMOD0050,FMOD0050,Q6K00430,Q6K00430_N04,90e01f349fe2678cff0cd02c9b921b0576f0bbe61d3004018434cf40b6edb8ec,queries/Q6K00430/Q6K00430_N04.bin
Q11A0012,Q11A0012_N03,MU_1K2U,CODE,U0,UNKNOWN,FMOD0054,Q6K00451,Q6K00451_N03,e93339cca52d70f4e1758b4d190b0aef870ecbb5a84ad249b14a4761628fc4e5,queries/Q6K00451/Q6K00451_N03.bin
Q11A0012,Q11A0012_N04,MU_1K2U,CODE,U0,UNKNOWN,FMOD0054,Q6K00395,Q6K00395_N06,821552ee52a1b42bb2da75502b9c0dd7473aa79c693a7b23811f50ab4f6edccf,queries/Q6K00395/Q6K00395_N06.bin
Q11A0012,Q11A0012_N05,MU_1K2U,CODE,U1,UNKNOWN,FMOD0068,Q6K00470,Q6K00470_N01,41bbdccaea2959a0f9342fe1b09f516d5ef2296ade999f11fcb18ebf8701787d,queries/Q6K00470/Q6K00470_N01.bin
Q11A0012,Q11A0012_N06,MU_1K2U,STRUCTURED,U1,UNKNOWN,FMOD0068,Q6K00514,Q6K00514_N05,172b8fe3c2208e04f50f175cf57c7294028481773c89440609d55be943f65ee6,queries/Q6K00514/Q6K00514_N05.bin
Q11A0012,Q11A0012_N07,MU_1K2U,IMAGE,K0,FMOD0050,FMOD0050,Q6K00309,Q6K00309_N02,e7681741df50ccd1fa3c35e7e4d1db63d7122f3356f2d79f86c09180b3369ec0,queries/Q6K00309/Q6K00309_N02.png
Q11A0013,Q11A0013_N01,MU_1K2U,CODE,K0,FMOD0005,FMOD0005,Q6K00410,Q6K00410_N03,3ac08a2d2e83c0c7e10d7d35a29ad7d2e6b3c82e155cdf22f869d5dd23100c7c,queries/Q6K00410/Q6K00410_N03.bin
Q11A0013,Q11A0013_N02,MU_1K2U,CODE,K0,FMOD0005,FMOD0005,Q6K00246,Q6K00246_N07,3ac08a2d2e83c0c7e10d7d35a29ad7d2e6b3c82e155cdf22f869d5dd23100c7c,queries/Q6K00246/Q6K00246_N07.bin
Q11A0013,Q11A0013_N03,MU_1K2U,CODE,U0,UNKNOWN,FMOD0009,Q6K00476,Q6K00476_N02,45b42a67d30a338d80e5ea98058d690f0504be1987975ff90a25e66208313359,queries/Q6K00476/Q6K00476_N02.bin
Q11A0013,Q11A0013_N04,MU_1K2U,CODE,U0,UNKNOWN,FMOD0009,Q6K00416,Q6K00416_N05,57334f2e19aa9e384c5b76d400ea45d78e09941e06359af26fc472b12f29691a,queries/Q6K00416/Q6K00416_N05.bin
Q11A0013,Q11A0013_N05,MU_1K2U,CODE,U1,UNKNOWN,FMOD0084,Q6K00403,Q6K00403_N04,51e406fa225db7d04620d6c9c2ee1d86a54194b6179fb8d20879368668c77656,queries/Q6K00403/Q6K00403_N04.bin
Q11A0013,Q11A0013_N06,MU_1K2U,STRUCTURED,U1,UNKNOWN,FMOD0084,Q6K00538,Q6K00538_N01,1dae6e9877a2073efd3a7e6e7afc07e3027cfdad397ecba0e15dbd4ef62f21b2,queries/Q6K00538/Q6K00538_N01.bin
Q11A0013,Q11A0013_N07,MU_1K2U,IMAGE,K0,FMOD0005,FMOD0005,Q6K00421,Q6K00421_N02,f919108171aec9bf8af575a27d0fb0a4cf56b0d25aef12f1e3b9f30c08fde83b,queries/Q6K00421/Q6K00421_N02.png
Q11A0014,Q11A0014_N01,MU_1K2U,CODE,K0,FMOD0086,FMOD0086,Q6K00229,Q6K00229_N05,163787375f3c91fa5c455348b37d2b2d2d9c86ed6d1d9e537d94ab53a7ba970d,queries/Q6K00229/Q6K00229_N05.bin
Q11A0014,Q11A0014_N02,MU_1K2U,CODE,K0,FMOD0086,FMOD0086,Q6K00245,Q6K00245_N01,c58b6b41023db8644403e207769b70177889038025c5a0edf7b59c880f3df1df,queries/Q6K00245/Q6K00245_N01.bin
Q11A0014,Q11A0014_N03,MU_1K2U,CODE,U0,UNKNOWN,FMOD0009,Q6K00488,Q6K00488_N01,57334f2e19aa9e384c5b76d400ea45d78e09941e06359af26fc472b12f29691a,queries/Q6K00488/Q6K00488_N01.bin
Q11A0014,Q11A0014_N04,MU_1K2U,CODE,U0,UNKNOWN,FMOD0009,Q6K00482,Q6K00482_N07,5be0f3688f55413d64caa66c4c8727fc3a0f518e3f7e92c5fffa8f703626d686,queries/Q6K00482/Q6K00482_N07.bin
Q11A0014,Q11A0014_N05,MU_1K2U,CODE,U1,UNKNOWN,FMOD0085,Q6K00500,Q6K00500_N07,c6605c700df11cc2435499ad263d557441c09ef87390d9279471ae7d244b19fe,queries/Q6K00500/Q6K00500_N07.bin
Q11A0014,Q11A0014_N06,MU_1K2U,STRUCTURED,U1,UNKNOWN,FMOD0085,Q6K00468,Q6K00468_N01,28b2616adbd2ce2592e1e68cee1702f7cd67db55db5b535dc7274a0b38516b80,queries/Q6K00468/Q6K00468_N01.bin
Q11A0014,Q11A0014_N07,MU_1K2U,IMAGE,K0,FMOD0086,FMOD0086,Q6K00325,Q6K00325_N05,e7681741df50ccd1fa3c35e7e4d1db63d7122f3356f2d79f86c09180b3369ec0,queries/Q6K00325/Q6K00325_N05.png
Q11A0015,Q11A0015_N01,MU_1K2U,CODE,K0,FMOD0061,FMOD0061,Q6K00313,Q6K00313_N06,b5b719c0470eb1d98080b5700a0c328c9217c82e80e362ff028659921d3cd068,queries/Q6K00313/Q6K00313_N06.bin
Q11A0015,Q11A0015_N02,MU_1K2U,CODE,K0,FMOD0061,FMOD0061,Q6K00312,Q6K00312_N03,b5b719c0470eb1d98080b5700a0c328c9217c82e80e362ff028659921d3cd068,queries/Q6K00312/Q6K00312_N03.bin
Q11A0015,Q11A0015_N03,MU_1K2U,CODE,U0,UNKNOWN,FMOD0070,Q6K00481,Q6K00481_N06,0dcc983fa8b2d49bf591e7c0842db7768af663ff2f86d3f01f0cb23b15bb9498,queries/Q6K00481/Q6K00481_N06.bin
Q11A0015,Q11A0015_N04,MU_1K2U,CODE,U0,UNKNOWN,FMOD0070,Q6K00528,Q6K00528_N01,0dcc983fa8b2d49bf591e7c0842db7768af663ff2f86d3f01f0cb23b15bb9498,queries/Q6K00528/Q6K00528_N01.bin
Q11A0015,Q11A0015_N05,MU_1K2U,CODE,U1,UNKNOWN,FMOD0090,Q6K00414,Q6K00414_N07,5d679b65d094d796593f13a5d5463b5b0e2316463e06332b6ce18e405b96d1ed,queries/Q6K00414/Q6K00414_N07.bin
Q11A0015,Q11A0015_N06,MU_1K2U,STRUCTURED,U1,UNKNOWN,FMOD0090,Q6K00515,Q6K00515_N07,6f6f5b736dbf8f93970a100796b294305aa98a0d6458331a3d3e3530924c9736,queries/Q6K00515/Q6K00515_N07.bin
Q11A0015,Q11A0015_N07,MU_1K2U,IMAGE,K0,FMOD0061,FMOD0061,Q6K00222,Q6K00222_N05,ac5666eaa3253ac42734c18b29224d436b54d29d9e1aa7a50c45985b22f01af9,queries/Q6K00222/Q6K00222_N05.png
Q11A0016,Q11A0016_N01,MU_1K2U,CODE,K0,FMOD0001,FMOD0001,Q6K00234,Q6K00234_N02,c3e2a265a7041fee1eff0c5f77a375f5463faf1dcdf145c980ff75f8db733d8b,queries/Q6K00234/Q6K00234_N02.bin
