backend,query_id,scenario,shortlist_parent_count,candidate_pool_count,known_true_parent_count,known_parent_recall,all_known_true_parents_present,exact_top10_overlap,exact_top10_identical,search_ms,candidate_pool
EXACT,Q6K00191,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,12.298128,"[""FMOD0086"", ""FMOD0050"", ""FMOD0024"", ""FMOD0036"", ""FMOD0119"", ""FMOD0077"", ""FMOD0120"", ""FMOD0110"", ""FMOD0044"", ""FMOD0069""]"
EXACT,Q6K00192,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,11.428807,"[""FMOD0086"", ""FMOD0050"", ""FMOD0024"", ""FMOD0120"", ""FMOD0036"", ""FMOD0069"", ""FMOD0080"", ""FMOD0110"", ""FMOD0102"", ""FMOD0023""]"
EXACT,Q6K00193,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,11.574899,"[""FMOD0025"", ""FMOD0069"", ""FMOD0023"", ""FMOD0055"", ""FMOD0096"", ""FMOD0080"", ""FMOD0102"", ""FMOD0120"", ""FMOD0077"", ""FMOD0119""]"
EXACT,Q6K00194,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.234243,"[""FMOD0083"", ""FMOD0102"", ""FMOD0036"", ""FMOD0035"", ""FMOD0119"", ""FMOD0069"", ""FMOD0079"", ""FMOD0120"", ""FMOD0077"", ""FMOD0023""]"
EXACT,Q6K00195,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.659823,"[""FMOD0061"", ""FMOD0083"", ""FMOD0102"", ""FMOD0091"", ""FMOD0023"", ""FMOD0035"", ""FMOD0069"", ""FMOD0119"", ""FMOD0120"", ""FMOD0036""]"
EXACT,Q6K00196,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.376423,"[""FMOD0025"", ""FMOD0033"", ""FMOD0035"", ""FMOD0050"", ""FMOD0069"", ""FMOD0077"", ""FMOD0086"", ""FMOD0102"", ""FMOD0113"", ""FMOD0119""]"
EXACT,Q6K00197,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.559946,"[""FMOD0069"", ""FMOD0102"", ""FMOD0119"", ""FMOD0005"", ""FMOD0120"", ""FMOD0033"", ""FMOD0036"", ""FMOD0110"", ""FMOD0105"", ""FMOD0079""]"
EXACT,Q6K00198,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.692686,"[""FMOD0043"", ""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0096"", ""FMOD0069"", ""FMOD0119"", ""FMOD0024"", ""FMOD0079"", ""FMOD0025""]"
EXACT,Q6K00199,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.337788,"[""FMOD0067"", ""FMOD0069"", ""FMOD0102"", ""FMOD0119"", ""FMOD0120"", ""FMOD0023"", ""FMOD0036"", ""FMOD0005"", ""FMOD0110"", ""FMOD0035""]"
EXACT,Q6K00200,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.888746,"[""FMOD0051"", ""FMOD0023"", ""FMOD0035"", ""FMOD0016"", ""FMOD0120"", ""FMOD0079"", ""FMOD0119"", ""FMOD0055"", ""FMOD0102"", ""FMOD0087""]"
EXACT,Q6K00201,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.942109,"[""FMOD0066"", ""FMOD0055"", ""FMOD0036"", ""FMOD0102"", ""FMOD0120"", ""FMOD0096"", ""FMOD0079"", ""FMOD0017"", ""FMOD0005"", ""FMOD0119""]"
EXACT,Q6K00202,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.316441,"[""FMOD0087"", ""FMOD0023"", ""FMOD0035"", ""FMOD0079"", ""FMOD0022"", ""FMOD0091"", ""FMOD0036"", ""FMOD0016"", ""FMOD0055"", ""FMOD0119""]"
EXACT,Q6K00203,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,11.239331,"[""FMOD0102"", ""FMOD0079"", ""FMOD0119"", ""FMOD0120"", ""FMOD0110"", ""FMOD0069"", ""FMOD0036"", ""FMOD0035"", ""FMOD0025"", ""FMOD0033""]"
EXACT,Q6K00204,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,11.000279,"[""FMOD0050"", ""FMOD0086"", ""FMOD0069"", ""FMOD0025"", ""FMOD0120"", ""FMOD0119"", ""FMOD0102"", ""FMOD0005"", ""FMOD0035"", ""FMOD0033""]"
EXACT,Q6K00205,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.652035,"[""FMOD0051"", ""FMOD0023"", ""FMOD0035"", ""FMOD0016"", ""FMOD0119"", ""FMOD0102"", ""FMOD0055"", ""FMOD0079"", ""FMOD0069"", ""FMOD0120""]"
EXACT,Q6K00206,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.834323,"[""FMOD0016"", ""FMOD0102"", ""FMOD0031"", ""FMOD0023"", ""FMOD0035"", ""FMOD0033"", ""FMOD0051"", ""FMOD0119"", ""FMOD0091"", ""FMOD0120""]"
EXACT,Q6K00207,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.717273,"[""FMOD0023"", ""FMOD0035"", ""FMOD0120"", ""FMOD0102"", ""FMOD0069"", ""FMOD0119"", ""FMOD0077"", ""FMOD0110"", ""FMOD0079"", ""FMOD0053""]"
EXACT,Q6K00208,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.775612,"[""FMOD0102"", ""FMOD0079"", ""FMOD0023"", ""FMOD0055"", ""FMOD0035"", ""FMOD0036"", ""FMOD0014"", ""FMOD0091"", ""FMOD0120"", ""FMOD0043""]"
EXACT,Q6K00209,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.552684,"[""FMOD0089"", ""FMOD0079"", ""FMOD0067"", ""FMOD0102"", ""FMOD0110"", ""FMOD0119"", ""FMOD0024"", ""FMOD0120"", ""FMOD0036"", ""FMOD0035""]"
EXACT,Q6K00210,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,11.379141,"[""FMOD0023"", ""FMOD0035"", ""FMOD0016"", ""FMOD0069"", ""FMOD0119"", ""FMOD0055"", ""FMOD0102"", ""FMOD0120"", ""FMOD0036"", ""FMOD0079""]"
EXACT,Q6K00211,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,11.658318,"[""FMOD0053"", ""FMOD0120"", ""FMOD0035"", ""FMOD0110"", ""FMOD0102"", ""FMOD0119"", ""FMOD0069"", ""FMOD0079"", ""FMOD0083"", ""FMOD0023""]"
EXACT,Q6K00212,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,11.303108,"[""FMOD0060"", ""FMOD0023"", ""FMOD0075"", ""FMOD0096"", ""FMOD0102"", ""FMOD0036"", ""FMOD0043"", ""FMOD0120"", ""FMOD0083"", ""FMOD0024""]"
EXACT,Q6K00213,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.473597,"[""FMOD0087"", ""FMOD0023"", ""FMOD0035"", ""FMOD0079"", ""FMOD0091"", ""FMOD0022"", ""FMOD0036"", ""FMOD0016"", ""FMOD0055"", ""FMOD0119""]"
EXACT,Q6K00214,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.516904,"[""FMOD0044"", ""FMOD0120"", ""FMOD0119"", ""FMOD0035"", ""FMOD0077"", ""FMOD0069"", ""FMOD0023"", ""FMOD0110"", ""FMOD0086"", ""FMOD0102""]"
EXACT,Q6K00215,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.952648,"[""FMOD0025"", ""FMOD0069"", ""FMOD0023"", ""FMOD0055"", ""FMOD0120"", ""FMOD0035"", ""FMOD0119"", ""FMOD0005"", ""FMOD0102"", ""FMOD0077""]"
EXACT,Q6K00216,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.74839,"[""FMOD0016"", ""FMOD0035"", ""FMOD0023"", ""FMOD0120"", ""FMOD0079"", ""FMOD0119"", ""FMOD0102"", ""FMOD0075"", ""FMOD0069"", ""FMOD0036""]"
EXACT,Q6K00217,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,11.153139,"[""FMOD0016"", ""FMOD0035"", ""FMOD0023"", ""FMOD0120"", ""FMOD0119"", ""FMOD0102"", ""FMOD0079"", ""FMOD0075"", ""FMOD0069"", ""FMOD0036""]"
EXACT,Q6K00218,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,11.681713,"[""FMOD0083"", ""FMOD0119"", ""FMOD0102"", ""FMOD0035"", ""FMOD0120"", ""FMOD0069"", ""FMOD0079"", ""FMOD0110"", ""FMOD0036"", ""FMOD0023""]"
EXACT,Q6K00219,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,11.636431,"[""FMOD0060"", ""FMOD0023"", ""FMOD0119"", ""FMOD0035"", ""FMOD0051"", ""FMOD0120"", ""FMOD0102"", ""FMOD0110"", ""FMOD0086"", ""FMOD0005""]"
EXACT,Q6K00220,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,11.848149,"[""FMOD0074"", ""FMOD0035"", ""FMOD0079"", ""FMOD0077"", ""FMOD0053"", ""FMOD0083"", ""FMOD0102"", ""FMOD0033"", ""FMOD0055"", ""FMOD0004""]"
EXACT,Q6K00221,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,11.530127,"[""FMOD0023"", ""FMOD0035"", ""FMOD0089"", ""FMOD0102"", ""FMOD0119"", ""FMOD0040"", ""FMOD0051"", ""FMOD0043"", ""FMOD0120"", ""FMOD0036""]"
EXACT,Q6K00222,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.457031,"[""FMOD0061"", ""FMOD0102"", ""FMOD0091"", ""FMOD0023"", ""FMOD0035"", ""FMOD0069"", ""FMOD0036"", ""FMOD0055"", ""FMOD0119"", ""FMOD0060""]"
EXACT,Q6K00223,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.251043,"[""FMOD0003"", ""FMOD0089"", ""FMOD0014"", ""FMOD0120"", ""FMOD0069"", ""FMOD0005"", ""FMOD0023"", ""FMOD0053"", ""FMOD0035"", ""FMOD0102""]"
EXACT,Q6K00224,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.312875,"[""FMOD0074"", ""FMOD0079"", ""FMOD0023"", ""FMOD0035"", ""FMOD0053"", ""FMOD0043"", ""FMOD0077"", ""FMOD0069"", ""FMOD0033"", ""FMOD0102""]"
EXACT,Q6K00225,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.793317,"[""FMOD0074"", ""FMOD0035"", ""FMOD0023"", ""FMOD0077"", ""FMOD0033"", ""FMOD0079"", ""FMOD0083"", ""FMOD0036"", ""FMOD0102"", ""FMOD0053""]"
EXACT,Q6K00226,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.883804,"[""FMOD0053"", ""FMOD0102"", ""FMOD0120"", ""FMOD0035"", ""FMOD0023"", ""FMOD0036"", ""FMOD0119"", ""FMOD0079"", ""FMOD0110"", ""FMOD0083""]"
EXACT,Q6K00227,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.589284,"[""FMOD0096"", ""FMOD0023"", ""FMOD0120"", ""FMOD0119"", ""FMOD0035"", ""FMOD0113"", ""FMOD0069"", ""FMOD0025"", ""FMOD0086"", ""FMOD0055""]"
EXACT,Q6K00228,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,11.482975,"[""FMOD0011"", ""FMOD0110"", ""FMOD0119"", ""FMOD0023"", ""FMOD0102"", ""FMOD0067"", ""FMOD0077"", ""FMOD0004"", ""FMOD0079"", ""FMOD0005""]"
EXACT,Q6K00229,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,13.015047,"[""FMOD0086"", ""FMOD0050"", ""FMOD0024"", ""FMOD0110"", ""FMOD0036"", ""FMOD0069"", ""FMOD0119"", ""FMOD0077"", ""FMOD0120"", ""FMOD0044""]"
EXACT,Q6K00230,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.879397,"[""FMOD0036"", ""FMOD0079"", ""FMOD0119"", ""FMOD0091"", ""FMOD0120"", ""FMOD0102"", ""FMOD0083"", ""FMOD0035"", ""FMOD0017"", ""FMOD0104""]"
EXACT,Q6K00231,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.514208,"[""FMOD0102"", ""FMOD0079"", ""FMOD0035"", ""FMOD0023"", ""FMOD0005"", ""FMOD0069"", ""FMOD0055"", ""FMOD0110"", ""FMOD0016"", ""FMOD0119""]"
EXACT,Q6K00232,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.97299,"[""FMOD0060"", ""FMOD0023"", ""FMOD0086"", ""FMOD0043"", ""FMOD0110"", ""FMOD0044"", ""FMOD0036"", ""FMOD0075"", ""FMOD0102"", ""FMOD0120""]"
EXACT,Q6K00233,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,11.580374,"[""FMOD0055"", ""FMOD0036"", ""FMOD0077"", ""FMOD0035"", ""FMOD0023"", ""FMOD0079"", ""FMOD0083"", ""FMOD0074"", ""FMOD0119"", ""FMOD0005""]"
EXACT,Q6K00234,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,11.575452,"[""FMOD0001"", ""FMOD0035"", ""FMOD0023"", ""FMOD0055"", ""FMOD0110"", ""FMOD0102"", ""FMOD0120"", ""FMOD0036"", ""FMOD0119"", ""FMOD0079""]"
EXACT,Q6K00235,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,11.066439,"[""FMOD0096"", ""FMOD0120"", ""FMOD0119"", ""FMOD0023"", ""FMOD0035"", ""FMOD0069"", ""FMOD0055"", ""FMOD0102"", ""FMOD0005"", ""FMOD0036""]"
EXACT,Q6K00236,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.672921,"[""FMOD0036"", ""FMOD0119"", ""FMOD0079"", ""FMOD0120"", ""FMOD0086"", ""FMOD0091"", ""FMOD0102"", ""FMOD0035"", ""FMOD0083"", ""FMOD0069""]"
EXACT,Q6K00237,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,10.85615,"[""FMOD0067"", ""FMOD0119"", ""FMOD0120"", ""FMOD0023"", ""FMOD0102"", ""FMOD0110"", ""FMOD0069"", ""FMOD0035"", ""FMOD0036"", ""FMOD0079""]"
EXACT,Q6K00238,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,13.024312,"[""FMOD0102"", ""FMOD0079"", ""FMOD0016"", ""FMOD0035"", ""FMOD0005"", ""FMOD0023"", ""FMOD0069"", ""FMOD0055"", ""FMOD0110"", ""FMOD0119""]"
EXACT,Q6K00239,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,12.063758,"[""FMOD0055"", ""FMOD0023"", ""FMOD0069"", ""FMOD0025"", ""FMOD0040"", ""FMOD0102"", ""FMOD0083"", ""FMOD0096"", ""FMOD0051"", ""FMOD0119""]"
EXACT,Q6K00240,TEST_KNOWN_K1,60,10,1,1.0,True,1.0,True,11.309809,"[""FMOD0069"", ""FMOD0110"", ""FMOD0104"", ""FMOD0035"", ""FMOD0119"", ""FMOD0043"", ""FMOD0023"", ""FMOD0102"", ""FMOD0083"", ""FMOD0120""]"
EXACT,Q6K00241,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,11.225624,"[""FMOD0011"", ""FMOD0025"", ""FMOD0023"", ""FMOD0110"", ""FMOD0102"", ""FMOD0035"", ""FMOD0067"", ""FMOD0077"", ""FMOD0004"", ""FMOD0119""]"
EXACT,Q6K00242,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,10.73194,"[""FMOD0025"", ""FMOD0089"", ""FMOD0069"", ""FMOD0113"", ""FMOD0035"", ""FMOD0102"", ""FMOD0119"", ""FMOD0096"", ""FMOD0033"", ""FMOD0077""]"
EXACT,Q6K00243,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,10.474651,"[""FMOD0044"", ""FMOD0067"", ""FMOD0091"", ""FMOD0069"", ""FMOD0102"", ""FMOD0119"", ""FMOD0120"", ""FMOD0023"", ""FMOD0077"", ""FMOD0035""]"
EXACT,Q6K00244,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,11.987982,"[""FMOD0023"", ""FMOD0089"", ""FMOD0035"", ""FMOD0120"", ""FMOD0102"", ""FMOD0119"", ""FMOD0110"", ""FMOD0036"", ""FMOD0077"", ""FMOD0005""]"
EXACT,Q6K00245,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,11.808545,"[""FMOD0022"", ""FMOD0086"", ""FMOD0102"", ""FMOD0035"", ""FMOD0119"", ""FMOD0120"", ""FMOD0023"", ""FMOD0053"", ""FMOD0069"", ""FMOD0110""]"
EXACT,Q6K00246,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,10.947145,"[""FMOD0053"", ""FMOD0005"", ""FMOD0079"", ""FMOD0120"", ""FMOD0023"", ""FMOD0035"", ""FMOD0110"", ""FMOD0119"", ""FMOD0036"", ""FMOD0096""]"
EXACT,Q6K00247,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,11.23543,"[""FMOD0069"", ""FMOD0060"", ""FMOD0119"", ""FMOD0023"", ""FMOD0083"", ""FMOD0025"", ""FMOD0110"", ""FMOD0079"", ""FMOD0003"", ""FMOD0120""]"
EXACT,Q6K00248,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,11.157512,"[""FMOD0040"", ""FMOD0035"", ""FMOD0023"", ""FMOD0016"", ""FMOD0036"", ""FMOD0079"", ""FMOD0043"", ""FMOD0055"", ""FMOD0075"", ""FMOD0089""]"
EXACT,Q6K00249,TEST_KNOWN_K2,60,10,2,0.5,False,1.0,True,10.8993,"[""FMOD0074"", ""FMOD0119"", ""FMOD0035"", ""FMOD0120"", ""FMOD0102"", ""FMOD0053"", ""FMOD0033"", ""FMOD0069"", ""FMOD0005"", ""FMOD0086""]"
EXACT,Q6K00250,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,10.336175,"[""FMOD0099"", ""FMOD0096"", ""FMOD0023"", ""FMOD0119"", ""FMOD0120"", ""FMOD0102"", ""FMOD0035"", ""FMOD0069"", ""FMOD0079"", ""FMOD0033""]"
EXACT,Q6K00251,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,12.008501,"[""FMOD0044"", ""FMOD0067"", ""FMOD0119"", ""FMOD0023"", ""FMOD0120"", ""FMOD0113"", ""FMOD0086"", ""FMOD0035"", ""FMOD0102"", ""FMOD0036""]"
EXACT,Q6K00252,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,11.259566,"[""FMOD0043"", ""FMOD0086"", ""FMOD0035"", ""FMOD0023"", ""FMOD0102"", ""FMOD0096"", ""FMOD0069"", ""FMOD0079"", ""FMOD0024"", ""FMOD0119""]"
EXACT,Q6K00253,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,11.302553,"[""FMOD0051"", ""FMOD0023"", ""FMOD0035"", ""FMOD0016"", ""FMOD0102"", ""FMOD0036"", ""FMOD0069"", ""FMOD0120"", ""FMOD0110"", ""FMOD0119""]"
EXACT,Q6K00254,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,10.522309,"[""FMOD0083"", ""FMOD0040"", ""FMOD0055"", ""FMOD0069"", ""FMOD0023"", ""FMOD0025"", ""FMOD0102"", ""FMOD0119"", ""FMOD0120"", ""FMOD0035""]"
EXACT,Q6K00255,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,11.567973,"[""FMOD0053"", ""FMOD0016"", ""FMOD0023"", ""FMOD0035"", ""FMOD0079"", ""FMOD0119"", ""FMOD0102"", ""FMOD0120"", ""FMOD0069"", ""FMOD0055""]"
EXACT,Q6K00256,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,11.390053,"[""FMOD0087"", ""FMOD0083"", ""FMOD0035"", ""FMOD0102"", ""FMOD0119"", ""FMOD0069"", ""FMOD0025"", ""FMOD0079"", ""FMOD0023"", ""FMOD0004""]"
EXACT,Q6K00257,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,10.650602,"[""FMOD0077"", ""FMOD0043"", ""FMOD0079"", ""FMOD0023"", ""FMOD0119"", ""FMOD0086"", ""FMOD0055"", ""FMOD0005"", ""FMOD0102"", ""FMOD0120""]"
EXACT,Q6K00258,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,10.382966,"[""FMOD0096"", ""FMOD0001"", ""FMOD0035"", ""FMOD0120"", ""FMOD0119"", ""FMOD0069"", ""FMOD0036"", ""FMOD0110"", ""FMOD0023"", ""FMOD0077""]"
EXACT,Q6K00259,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,10.417206,"[""FMOD0043"", ""FMOD0089"", ""FMOD0035"", ""FMOD0102"", ""FMOD0096"", ""FMOD0023"", ""FMOD0069"", ""FMOD0079"", ""FMOD0024"", ""FMOD0119""]"
EXACT,Q6K00260,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,11.588427,"[""FMOD0099"", ""FMOD0001"", ""FMOD0035"", ""FMOD0119"", ""FMOD0120"", ""FMOD0102"", ""FMOD0110"", ""FMOD0023"", ""FMOD0079"", ""FMOD0069""]"
EXACT,Q6K00261,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,10.674163,"[""FMOD0022"", ""FMOD0067"", ""FMOD0102"", ""FMOD0035"", ""FMOD0077"", ""FMOD0119"", ""FMOD0023"", ""FMOD0110"", ""FMOD0120"", ""FMOD0025""]"
EXACT,Q6K00262,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,10.964485,"[""FMOD0069"", ""FMOD0060"", ""FMOD0023"", ""FMOD0025"", ""FMOD0055"", ""FMOD0100"", ""FMOD0102"", ""FMOD0119"", ""FMOD0120"", ""FMOD0079""]"
EXACT,Q6K00263,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,11.349836,"[""FMOD0043"", ""FMOD0096"", ""FMOD0023"", ""FMOD0113"", ""FMOD0035"", ""FMOD0119"", ""FMOD0069"", ""FMOD0079"", ""FMOD0120"", ""FMOD0040""]"
EXACT,Q6K00264,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,10.552385,"[""FMOD0043"", ""FMOD0066"", ""FMOD0035"", ""FMOD0119"", ""FMOD0023"", ""FMOD0079"", ""FMOD0005"", ""FMOD0075"", ""FMOD0102"", ""FMOD0077""]"
EXACT,Q6K00265,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,10.405061,"[""FMOD0004"", ""FMOD0074"", ""FMOD0033"", ""FMOD0023"", ""FMOD0035"", ""FMOD0077"", ""FMOD0053"", ""FMOD0102"", ""FMOD0079"", ""FMOD0043""]"
EXACT,Q6K00266,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,10.554291,"[""FMOD0005"", ""FMOD0061"", ""FMOD0053"", ""FMOD0120"", ""FMOD0102"", ""FMOD0077"", ""FMOD0036"", ""FMOD0091"", ""FMOD0079"", ""FMOD0087""]"
EXACT,Q6K00267,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,10.462716,"[""FMOD0022"", ""FMOD0069"", ""FMOD0023"", ""FMOD0055"", ""FMOD0025"", ""FMOD0100"", ""FMOD0040"", ""FMOD0035"", ""FMOD0119"", ""FMOD0102""]"
EXACT,Q6K00268,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,10.651416,"[""FMOD0077"", ""FMOD0050"", ""FMOD0055"", ""FMOD0083"", ""FMOD0005"", ""FMOD0035"", ""FMOD0033"", ""FMOD0069"", ""FMOD0091"", ""FMOD0086""]"
EXACT,Q6K00269,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,10.583518,"[""FMOD0025"", ""FMOD0023"", ""FMOD0069"", ""FMOD0087"", ""FMOD0036"", ""FMOD0102"", ""FMOD0055"", ""FMOD0035"", ""FMOD0050"", ""FMOD0077""]"
EXACT,Q6K00270,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,10.418737,"[""FMOD0043"", ""FMOD0079"", ""FMOD0102"", ""FMOD0035"", ""FMOD0119"", ""FMOD0023"", ""FMOD0005"", ""FMOD0075"", ""FMOD0016"", ""FMOD0120""]"
EXACT,Q6K00271,TEST_KNOWN_K2,60,10,2,1.0,True,1.0,True,10.733494,"[""FMOD0086"", ""FMOD0050"", ""FMOD0044"", ""FMOD0120"", ""FMOD0036"", ""FMOD0077"", ""FMOD0069"", ""FMOD0102"", ""FMOD0005"", ""FMOD0079""]"
